parent_speech,counter_speech,response,original_cn_id,original_hateSpeech,original_counterSpeech,original_hsType,original_hsSubType,original_cnType,original_age,original_gender,original_educationLevel
hate speech,counter hate speech,"Hate speech, because it promotes hate and division based on religion by emphasizing differences in a negative light.--Counter hate speech, because it challenges the previous hate speech by asking for clarification or more information rather than perpetuating hate towards a specific group.",ENT1ST0014HS0016CN000783P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",Example?,Islamophobia,generic,question,25,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religion (Islam) based on religious grounds.--Counter hate speech, because it challenges the negative narrative towards Islam by highlighting the positive contributions of Muslims living in Western nations.",ENT1ST0014HS0025CN000670,Islam is the greatest threat to Western civilisation.,No because muslims and therefore islam live in western nations and add so much positivity.,Islamophobia,generic,positive,25,male,Master
hate speech,counter hate speech,"hate speech, because it promotes hate based on religion by suggesting that Islam is a threat to Western civilization.--counter hate speech, because it challenges the hate narrative by emphasizing the positive contributions of Muslims and Islam to Western nations.",ENT1ST0014HS0025CN000670P1,Our western civilisation risks to be destroyed by islam.,No because muslims and therefore islam live in western nations and add so much positivity.,Islamophobia,generic,positive,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religious group (Islamic).--Counter hate speech, because it challenges the negative narrative towards Muslims and Islam by highlighting their positive contributions in Western societies.",ENT1ST0014HS0025CN000670P2,"The western society is in danger, because of the islamic menace.",No because muslims and therefore islam live in western nations and add so much positivity.,Islamophobia,generic,positive,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religion (Islam) based on nationality and religious beliefs.--Counter hate speech, because it challenges the negative narrative presented in the previous hate speech by highlighting the positive contribution of British Muslims to the economy and questioning the validity of labeling them as a threat.",ENT1ST0014HS0025CN000671,Islam is the greatest threat to Western civilisation.,British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religion (Islam) based on religious grounds.--Counter hate speech, because it challenges the negative narrative towards Islam by highlighting the positive contribution of British Muslims to the economy, promoting empathy and understanding.",ENT1ST0014HS0025CN000671P1,Our western civilisation risks to be destroyed by islam.,British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religious group (Islamic).--Counter hate speech, because it challenges the negative narrative about Muslims by highlighting their positive contribution to the economy, promoting empathy and understanding.",ENT1ST0014HS0025CN000671P2,"The western society is in danger, because of the islamic menace.",British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religion (Islam) based on religious grounds.--Counter hate speech, because it challenges the divisive and hateful nature of the previous speech by pointing out that divisive comments like the one mentioned are the real threat.",ENT1ST0014HS0025CN000672,Islam is the greatest threat to Western civilisation.,I'd say the real threat is divisive comments like this.,Islamophobia,generic,denouncing,25,male,Some university without degree
hate speech,counter hate speech,"hate speech, because it promotes hate based on religion by suggesting that Islam is a threat to Western civilization.--counter hate speech, because it challenges the divisive and hateful nature of the previous speech by pointing out that divisive comments are the real threat, promoting empathy and understanding instead.",ENT1ST0014HS0025CN000672P1,Our western civilisation risks to be destroyed by islam.,I'd say the real threat is divisive comments like this.,Islamophobia,generic,denouncing,25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites fear towards a specific religious group (Islamic).--Counter hate speech, because it challenges the divisive and hateful narrative of the previous speech by pointing out that divisive comments are the real threat.",ENT1ST0014HS0025CN000672P2,"The western society is in danger, because of the islamic menace.",I'd say the real threat is divisive comments like this.,Islamophobia,generic,denouncing,25,male,Some university without degree
